,publication_year,stemmed_tokens,NoD,NoS,NoUS,t10 stemmed_tokens,t50 stemmed_tokens,t100 stemmed_tokens,t500 stemmed_tokens,NoUS (t1%),t1% of stemmed_tokens,NoUS (t10%),t10% of stemmed_tokens,NoUS (t20%),t20% of stemmed_tokens,NoUS (t25%),t25% of stemmed_tokens
16,1848,NA,1.0,23.0,11.0,"[[('subject', 4), ('differ', 4), ('rang', 4), ('mean', 2), ('valu', 2), ('diurnal', 2), ('investig', 1), ('interv', 1), ('day', 1), ('period', 1)]]","[[('subject', 4), ('differ', 4), ('rang', 4), ('mean', 2), ('valu', 2), ('diurnal', 2), ('investig', 1), ('interv', 1), ('day', 1), ('period', 1), ('element', 1)]]","[[('subject', 4), ('differ', 4), ('rang', 4), ('mean', 2), ('valu', 2), ('diurnal', 2), ('investig', 1), ('interv', 1), ('day', 1), ('period', 1), ('element', 1)]]","[[('subject', 4), ('differ', 4), ('rang', 4), ('mean', 2), ('valu', 2), ('diurnal', 2), ('investig', 1), ('interv', 1), ('day', 1), ('period', 1), ('element', 1)]]",0.0,,1.0,"[[('subject', 4)]]",2.0,"[[('subject', 4), ('differ', 4)]]",3.0,"[[('subject', 4), ('differ', 4), ('rang', 4)]]"
17,1849,NA,,,,,,,,,,,,,,,
18,1850,NA,,,,,,,,,,,,,,,
19,1851,NA,,,,,,,,,,,,,,,
20,1852,NA,,,,,,,,,,,,,,,
21,1853,NA,,,,,,,,,,,,,,,
22,1854,NA,,,,,,,,,,,,,,,
23,1855,NA,,,,,,,,,,,,,,,
24,1856,NA,,,,,,,,,,,,,,,
25,1857,NA,,,,,,,,,,,,,,,
26,1858,NA,,,,,,,,,,,,,,,
27,1859,NA,,,,,,,,,,,,,,,
28,1860,NA,,,,,,,,,,,,,,,
29,1861,NA,,,,,,,,,,,,,,,
30,1862,NA,,,,,,,,,,,,,,,
31,1863,NA,,,,,,,,,,,,,,,
32,1864,NA,,,,,,,,,,,,,,,
33,1865,NA,1.0,18.0,10.0,"[[('daili', 4), ('chemic', 3), ('measur', 3), ('seri', 2), ('action', 1), ('time', 1), ('insol', 1), ('effect', 1), ('light', 1), ('regular', 1)]]","[[('daili', 4), ('chemic', 3), ('measur', 3), ('seri', 2), ('action', 1), ('time', 1), ('insol', 1), ('effect', 1), ('light', 1), ('regular', 1)]]","[[('daili', 4), ('chemic', 3), ('measur', 3), ('seri', 2), ('action', 1), ('time', 1), ('insol', 1), ('effect', 1), ('light', 1), ('regular', 1)]]","[[('daili', 4), ('chemic', 3), ('measur', 3), ('seri', 2), ('action', 1), ('time', 1), ('insol', 1), ('effect', 1), ('light', 1), ('regular', 1)]]",0.0,,1.0,"[[('daili', 4)]]",2.0,"[[('daili', 4), ('chemic', 3)]]",2.0,"[[('daili', 4), ('chemic', 3)]]"
34,1866,NA,,,,,,,,,,,,,,,
35,1867,NA,,,,,,,,,,,,,,,
36,1868,NA,,,,,,,,,,,,,,,
37,1869,NA,1.0,23.0,12.0,"[[('exist', 3), ('stream', 3), ('earth', 2), ('air', 2), ('island', 2), ('remark', 2), ('storm', 2), ('previous', 2), ('opposit', 2), ('close', 1)]]","[[('exist', 3), ('stream', 3), ('earth', 2), ('air', 2), ('island', 2), ('remark', 2), ('storm', 2), ('previous', 2), ('opposit', 2), ('close', 1), ('proxim', 1), ('occurr', 1)]]","[[('exist', 3), ('stream', 3), ('earth', 2), ('air', 2), ('island', 2), ('remark', 2), ('storm', 2), ('previous', 2), ('opposit', 2), ('close', 1), ('proxim', 1), ('occurr', 1)]]","[[('exist', 3), ('stream', 3), ('earth', 2), ('air', 2), ('island', 2), ('remark', 2), ('storm', 2), ('previous', 2), ('opposit', 2), ('close', 1), ('proxim', 1), ('occurr', 1)]]",0.0,,1.0,"[[('exist', 3)]]",2.0,"[[('exist', 3), ('stream', 3)]]",3.0,"[[('exist', 3), ('stream', 3), ('earth', 2)]]"
38,1870,NA,,,,,,,,,,,,,,,
39,1871,NA,1.0,24.0,11.0,"[[('motion', 5), ('brick', 5), ('tower', 4), ('daili', 3), ('solar', 1), ('heat', 1), ('solid', 1), ('masonri', 1), ('investig', 1), ('subject', 1)]]","[[('motion', 5), ('brick', 5), ('tower', 4), ('daili', 3), ('solar', 1), ('heat', 1), ('solid', 1), ('masonri', 1), ('investig', 1), ('subject', 1), ('work', 1)]]","[[('motion', 5), ('brick', 5), ('tower', 4), ('daili', 3), ('solar', 1), ('heat', 1), ('solid', 1), ('masonri', 1), ('investig', 1), ('subject', 1), ('work', 1)]]","[[('motion', 5), ('brick', 5), ('tower', 4), ('daili', 3), ('solar', 1), ('heat', 1), ('solid', 1), ('masonri', 1), ('investig', 1), ('subject', 1), ('work', 1)]]",0.0,,1.0,"[[('motion', 5)]]",2.0,"[[('motion', 5), ('brick', 5)]]",3.0,"[[('motion', 5), ('brick', 5), ('tower', 4)]]"
40,1872,NA,,,,,,,,,,,,,,,
41,1873,NA,,,,,,,,,,,,,,,
42,1874,NA,,,,,,,,,,,,,,,
43,1875,NA,,,,,,,,,,,,,,,
44,1876,NA,,,,,,,,,,,,,,,
45,1877,NA,1.0,24.0,11.0,"[[('observ', 5), ('mountain', 5), ('station', 4), ('barometr', 3), ('time', 1), ('studi', 1), ('neighbor', 1), ('level', 1), ('sea', 1), ('height', 1)]]","[[('observ', 5), ('mountain', 5), ('station', 4), ('barometr', 3), ('time', 1), ('studi', 1), ('neighbor', 1), ('level', 1), ('sea', 1), ('height', 1), ('baromet', 1)]]","[[('observ', 5), ('mountain', 5), ('station', 4), ('barometr', 3), ('time', 1), ('studi', 1), ('neighbor', 1), ('level', 1), ('sea', 1), ('height', 1), ('baromet', 1)]]","[[('observ', 5), ('mountain', 5), ('station', 4), ('barometr', 3), ('time', 1), ('studi', 1), ('neighbor', 1), ('level', 1), ('sea', 1), ('height', 1), ('baromet', 1)]]",0.0,,1.0,"[[('observ', 5)]]",2.0,"[[('observ', 5), ('mountain', 5)]]",3.0,"[[('observ', 5), ('mountain', 5), ('station', 4)]]"
46,1878,NA,,,,,,,,,,,,,,,
47,1879,NA,,,,,,,,,,,,,,,
48,1880,NA,,,,,,,,,,,,,,,
49,1881,NA,,,,,,,,,,,,,,,
50,1882,NA,,,,,,,,,,,,,,,
51,1883,NA,,,,,,,,,,,,,,,
52,1884,NA,,,,,,,,,,,,,,,
53,1885,NA,,,,,,,,,,,,,,,
54,1886,NA,,,,,,,,,,,,,,,
55,1887,NA,1.0,16.0,11.0,"[[('photograph', 4), ('corona', 2), ('direct', 2), ('imag', 1), ('moon', 1), ('equator', 1), ('stand', 1), ('focal', 1), ('length', 1), ('coronath', 1)]]","[[('photograph', 4), ('corona', 2), ('direct', 2), ('imag', 1), ('moon', 1), ('equator', 1), ('stand', 1), ('focal', 1), ('length', 1), ('coronath', 1), ('len', 1)]]","[[('photograph', 4), ('corona', 2), ('direct', 2), ('imag', 1), ('moon', 1), ('equator', 1), ('stand', 1), ('focal', 1), ('length', 1), ('coronath', 1), ('len', 1)]]","[[('photograph', 4), ('corona', 2), ('direct', 2), ('imag', 1), ('moon', 1), ('equator', 1), ('stand', 1), ('focal', 1), ('length', 1), ('coronath', 1), ('len', 1)]]",0.0,,1.0,"[[('photograph', 4)]]",2.0,"[[('photograph', 4), ('corona', 2)]]",3.0,"[[('photograph', 4), ('corona', 2), ('direct', 2)]]"
56,1888,NA,,,,,,,,,,,,,,,
57,1889,NA,,,,,,,,,,,,,,,
58,1890,NA,1.0,25.0,12.0,"[[('smooth', 4), ('singl', 4), ('line', 3), ('chang', 2), ('natur', 2), ('discharg', 2), ('electr', 2), ('machin', 2), ('pole', 1), ('whole', 1)]]","[[('smooth', 4), ('singl', 4), ('line', 3), ('chang', 2), ('natur', 2), ('discharg', 2), ('electr', 2), ('machin', 2), ('pole', 1), ('whole', 1), ('angular', 1), ('spark', 1)]]","[[('smooth', 4), ('singl', 4), ('line', 3), ('chang', 2), ('natur', 2), ('discharg', 2), ('electr', 2), ('machin', 2), ('pole', 1), ('whole', 1), ('angular', 1), ('spark', 1)]]","[[('smooth', 4), ('singl', 4), ('line', 3), ('chang', 2), ('natur', 2), ('discharg', 2), ('electr', 2), ('machin', 2), ('pole', 1), ('whole', 1), ('angular', 1), ('spark', 1)]]",0.0,,1.0,"[[('smooth', 4)]]",2.0,"[[('smooth', 4), ('singl', 4)]]",3.0,"[[('smooth', 4), ('singl', 4), ('line', 3)]]"
59,1891,NA,,,,,,,,,,,,,,,
60,1892,NA,,,,,,,,,,,,,,,
61,1893,NA,,,,,,,,,,,,,,,
62,1894,NA,,,,,,,,,,,,,,,
63,1895,NA,,,,,,,,,,,,,,,
64,1896,NA,,,,,,,,,,,,,,,
65,1897,NA,1.0,22.0,9.0,"[[('frequenc', 5), ('degre', 4), ('various', 4), ('cloudi', 3), ('case', 2), ('tabl', 1), ('memoir', 1), ('decad', 1), ('novel', 1)]]","[[('frequenc', 5), ('degre', 4), ('various', 4), ('cloudi', 3), ('case', 2), ('tabl', 1), ('memoir', 1), ('decad', 1), ('novel', 1)]]","[[('frequenc', 5), ('degre', 4), ('various', 4), ('cloudi', 3), ('case', 2), ('tabl', 1), ('memoir', 1), ('decad', 1), ('novel', 1)]]","[[('frequenc', 5), ('degre', 4), ('various', 4), ('cloudi', 3), ('case', 2), ('tabl', 1), ('memoir', 1), ('decad', 1), ('novel', 1)]]",0.0,,1.0,"[[('frequenc', 5)]]",2.0,"[[('frequenc', 5), ('degre', 4)]]",2.0,"[[('frequenc', 5), ('degre', 4)]]"
66,1898,NA,,,,,,,,,,,,,,,
67,1899,NA,,,,,,,,,,,,,,,
68,1900,NA,,,,,,,,,,,,,,,
69,1901,NA,,,,,,,,,,,,,,,
70,1902,NA,,,,,,,,,,,,,,,
71,1903,NA,,,,,,,,,,,,,,,
72,1904,NA,,,,,,,,,,,,,,,
73,1905,NA,,,,,,,,,,,,,,,
74,1906,NA,,,,,,,,,,,,,,,
75,1907,NA,,,,,,,,,,,,,,,
76,1908,NA,,,,,,,,,,,,,,,
77,1909,NA,,,,,,,,,,,,,,,
78,1910,NA,,,,,,,,,,,,,,,
79,1911,NA,,,,,,,,,,,,,,,
80,1912,NA,,,,,,,,,,,,,,,
81,1913,NA,,,,,,,,,,,,,,,
82,1914,NA,,,,,,,,,,,,,,,
83,1915,NA,,,,,,,,,,,,,,,
84,1916,NA,,,,,,,,,,,,,,,
85,1917,NA,,,,,,,,,,,,,,,
86,1918,NA,,,,,,,,,,,,,,,
87,1919,NA,,,,,,,,,,,,,,,
88,1920,NA,1.0,23.0,11.0,"[[('solar', 5), ('effect', 4), ('ray', 3), ('heat', 2), ('measur', 2), ('extinct', 2), ('foundat', 1), ('light', 1), ('constant', 1), ('radiat', 1)]]","[[('solar', 5), ('effect', 4), ('ray', 3), ('heat', 2), ('measur', 2), ('extinct', 2), ('foundat', 1), ('light', 1), ('constant', 1), ('radiat', 1), ('law', 1)]]","[[('solar', 5), ('effect', 4), ('ray', 3), ('heat', 2), ('measur', 2), ('extinct', 2), ('foundat', 1), ('light', 1), ('constant', 1), ('radiat', 1), ('law', 1)]]","[[('solar', 5), ('effect', 4), ('ray', 3), ('heat', 2), ('measur', 2), ('extinct', 2), ('foundat', 1), ('light', 1), ('constant', 1), ('radiat', 1), ('law', 1)]]",0.0,,1.0,"[[('solar', 5)]]",2.0,"[[('solar', 5), ('effect', 4)]]",3.0,"[[('solar', 5), ('effect', 4), ('ray', 3)]]"
89,1921,NA,,,,,,,,,,,,,,,
90,1922,NA,,,,,,,,,,,,,,,
91,1923,NA,,,,,,,,,,,,,,,
92,1924,NA,,,,,,,,,,,,,,,
93,1925,NA,,,,,,,,,,,,,,,
94,1926,NA,,,,,,,,,,,,,,,
95,1927,NA,,,,,,,,,,,,,,,
96,1928,NA,,,,,,,,,,,,,,,
97,1929,NA,,,,,,,,,,,,,,,
98,1930,NA,,,,,,,,,,,,,,,
99,1931,NA,,,,,,,,,,,,,,,
100,1932,NA,,,,,,,,,,,,,,,
101,1933,NA,,,,,,,,,,,,,,,
102,1934,NA,,,,,,,,,,,,,,,
103,1935,NA,,,,,,,,,,,,,,,
104,1936,NA,,,,,,,,,,,,,,,
105,1937,NA,2.0,44.0,27.0,"[[('vortic', 4), ('motion', 4), ('aspect', 4), ('heat', 3), ('atmospher', 3), ('region', 2), ('year', 2), ('group', 2), ('sever', 2), ('cloud', 1)]]","[[('vortic', 4), ('motion', 4), ('aspect', 4), ('heat', 3), ('atmospher', 3), ('region', 2), ('year', 2), ('group', 2), ('sever', 2), ('cloud', 1), ('base', 1), ('spectrum', 1), ('recent', 1), ('develop', 1), ('complet', 1), ('airlin', 1), ('gain', 1), ('transfer', 1), ('radiat', 1), ('cloudi', 1), ('storm', 1), ('section', 1), ('across', 1), ('width', 1), ('case', 1), ('flow', 1), ('sensit', 1)]]","[[('vortic', 4), ('motion', 4), ('aspect', 4), ('heat', 3), ('atmospher', 3), ('region', 2), ('year', 2), ('group', 2), ('sever', 2), ('cloud', 1), ('base', 1), ('spectrum', 1), ('recent', 1), ('develop', 1), ('complet', 1), ('airlin', 1), ('gain', 1), ('transfer', 1), ('radiat', 1), ('cloudi', 1), ('storm', 1), ('section', 1), ('across', 1), ('width', 1), ('case', 1), ('flow', 1), ('sensit', 1)]]","[[('vortic', 4), ('motion', 4), ('aspect', 4), ('heat', 3), ('atmospher', 3), ('region', 2), ('year', 2), ('group', 2), ('sever', 2), ('cloud', 1), ('base', 1), ('spectrum', 1), ('recent', 1), ('develop', 1), ('complet', 1), ('airlin', 1), ('gain', 1), ('transfer', 1), ('radiat', 1), ('cloudi', 1), ('storm', 1), ('section', 1), ('across', 1), ('width', 1), ('case', 1), ('flow', 1), ('sensit', 1)]]",0.0,,3.0,"[[('vortic', 4), ('motion', 4), ('aspect', 4)]]",5.0,"[[('vortic', 4), ('motion', 4), ('aspect', 4), ('heat', 3), ('atmospher', 3)]]",7.0,"[[('vortic', 4), ('motion', 4), ('aspect', 4), ('heat', 3), ('atmospher', 3), ('region', 2), ('year', 2)]]"
106,1938,NA,1.0,24.0,10.0,"[[('commerci', 5), ('air', 5), ('transport', 3), ('altitud', 3), ('economi', 2), ('attain', 2), ('thinner', 1), ('fuel', 1), ('radio', 1), ('rang', 1)]]","[[('commerci', 5), ('air', 5), ('transport', 3), ('altitud', 3), ('economi', 2), ('attain', 2), ('thinner', 1), ('fuel', 1), ('radio', 1), ('rang', 1)]]","[[('commerci', 5), ('air', 5), ('transport', 3), ('altitud', 3), ('economi', 2), ('attain', 2), ('thinner', 1), ('fuel', 1), ('radio', 1), ('rang', 1)]]","[[('commerci', 5), ('air', 5), ('transport', 3), ('altitud', 3), ('economi', 2), ('attain', 2), ('thinner', 1), ('fuel', 1), ('radio', 1), ('rang', 1)]]",0.0,,1.0,"[[('commerci', 5)]]",2.0,"[[('commerci', 5), ('air', 5)]]",2.0,"[[('commerci', 5), ('air', 5)]]"
107,1939,NA,,,,,,,,,,,,,,,
108,1940,NA,,,,,,,,,,,,,,,
109,1941,NA,,,,,,,,,,,,,,,
110,1942,NA,,,,,,,,,,,,,,,
111,1943,NA,,,,,,,,,,,,,,,
112,1944,NA,,,,,,,,,,,,,,,
113,1945,NA,,,,,,,,,,,,,,,
114,1946,NA,1.0,22.0,10.0,"[[('fault', 4), ('cup', 4), ('anemomet', 3), ('angl', 2), ('combin', 2), ('windmil', 2), ('appreci', 2), ('attack', 1), ('variabl', 1), ('new', 1)]]","[[('fault', 4), ('cup', 4), ('anemomet', 3), ('angl', 2), ('combin', 2), ('windmil', 2), ('appreci', 2), ('attack', 1), ('variabl', 1), ('new', 1)]]","[[('fault', 4), ('cup', 4), ('anemomet', 3), ('angl', 2), ('combin', 2), ('windmil', 2), ('appreci', 2), ('attack', 1), ('variabl', 1), ('new', 1)]]","[[('fault', 4), ('cup', 4), ('anemomet', 3), ('angl', 2), ('combin', 2), ('windmil', 2), ('appreci', 2), ('attack', 1), ('variabl', 1), ('new', 1)]]",0.0,,1.0,"[[('fault', 4)]]",2.0,"[[('fault', 4), ('cup', 4)]]",2.0,"[[('fault', 4), ('cup', 4)]]"
115,1947,NA,1.0,25.0,13.0,"[[('temperatur', 4), ('convect', 4), ('critic', 3), ('polygon', 3), ('cclls', 2), ('gradient', 2), ('horizont', 1), ('section', 1), ('regim', 1), ('certain', 1)]]","[[('temperatur', 4), ('convect', 4), ('critic', 3), ('polygon', 3), ('cclls', 2), ('gradient', 2), ('horizont', 1), ('section', 1), ('regim', 1), ('certain', 1), ('maximum', 1), ('along', 1), ('edg', 1)]]","[[('temperatur', 4), ('convect', 4), ('critic', 3), ('polygon', 3), ('cclls', 2), ('gradient', 2), ('horizont', 1), ('section', 1), ('regim', 1), ('certain', 1), ('maximum', 1), ('along', 1), ('edg', 1)]]","[[('temperatur', 4), ('convect', 4), ('critic', 3), ('polygon', 3), ('cclls', 2), ('gradient', 2), ('horizont', 1), ('section', 1), ('regim', 1), ('certain', 1), ('maximum', 1), ('along', 1), ('edg', 1)]]",0.0,,1.0,"[[('temperatur', 4)]]",3.0,"[[('temperatur', 4), ('convect', 4), ('critic', 3)]]",3.0,"[[('temperatur', 4), ('convect', 4), ('critic', 3)]]"
116,1948,NA,2.0,43.0,15.0,"[[('barometr', 7), ('valu', 6), ('pressur', 6), ('hour', 3), ('extend', 3), ('disturb', 3), ('atmospher', 3), ('characterist', 3), ('current', 2), ('ob', 2)]]","[[('barometr', 7), ('valu', 6), ('pressur', 6), ('hour', 3), ('extend', 3), ('disturb', 3), ('atmospher', 3), ('characterist', 3), ('current', 2), ('ob', 2), ('high', 1), ('tide', 1), ('problem', 1), ('mountain', 1), ('rang', 1)]]","[[('barometr', 7), ('valu', 6), ('pressur', 6), ('hour', 3), ('extend', 3), ('disturb', 3), ('atmospher', 3), ('characterist', 3), ('current', 2), ('ob', 2), ('high', 1), ('tide', 1), ('problem', 1), ('mountain', 1), ('rang', 1)]]","[[('barometr', 7), ('valu', 6), ('pressur', 6), ('hour', 3), ('extend', 3), ('disturb', 3), ('atmospher', 3), ('characterist', 3), ('current', 2), ('ob', 2), ('high', 1), ('tide', 1), ('problem', 1), ('mountain', 1), ('rang', 1)]]",0.0,,2.0,"[[('barometr', 7), ('valu', 6)]]",3.0,"[[('barometr', 7), ('valu', 6), ('pressur', 6)]]",4.0,"[[('barometr', 7), ('valu', 6), ('pressur', 6), ('hour', 3)]]"
117,1949,NA,2.0,40.0,30.0,"[[('weather', 4), ('state', 3), ('steadi', 2), ('stage', 2), ('design', 2), ('forc', 2), ('frontal', 2), ('simpl', 1), ('differenti', 1), ('equat', 1)]]","[[('weather', 4), ('state', 3), ('steadi', 2), ('stage', 2), ('design', 2), ('forc', 2), ('frontal', 2), ('simpl', 1), ('differenti', 1), ('equat', 1), ('baroclin', 1), ('quantit', 1), ('theori', 1), ('initi', 1), ('observ', 1), ('cyclon', 1), ('sourc', 1), ('energi', 1), ('limit', 1), ('develop', 1), ('transocean', 1), ('air', 1), ('histor', 1), ('sea', 1), ('applic', 1), ('local', 1), ('transport', 1), ('engin', 1), ('zone', 1), ('map', 1)]]","[[('weather', 4), ('state', 3), ('steadi', 2), ('stage', 2), ('design', 2), ('forc', 2), ('frontal', 2), ('simpl', 1), ('differenti', 1), ('equat', 1), ('baroclin', 1), ('quantit', 1), ('theori', 1), ('initi', 1), ('observ', 1), ('cyclon', 1), ('sourc', 1), ('energi', 1), ('limit', 1), ('develop', 1), ('transocean', 1), ('air', 1), ('histor', 1), ('sea', 1), ('applic', 1), ('local', 1), ('transport', 1), ('engin', 1), ('zone', 1), ('map', 1)]]","[[('weather', 4), ('state', 3), ('steadi', 2), ('stage', 2), ('design', 2), ('forc', 2), ('frontal', 2), ('simpl', 1), ('differenti', 1), ('equat', 1), ('baroclin', 1), ('quantit', 1), ('theori', 1), ('initi', 1), ('observ', 1), ('cyclon', 1), ('sourc', 1), ('energi', 1), ('limit', 1), ('develop', 1), ('transocean', 1), ('air', 1), ('histor', 1), ('sea', 1), ('applic', 1), ('local', 1), ('transport', 1), ('engin', 1), ('zone', 1), ('map', 1)]]",0.0,,3.0,"[[('weather', 4), ('state', 3), ('steadi', 2)]]",6.0,"[[('weather', 4), ('state', 3), ('steadi', 2), ('stage', 2), ('design', 2), ('forc', 2)]]",8.0,"[[('weather', 4), ('state', 3), ('steadi', 2), ('stage', 2), ('design', 2), ('forc', 2), ('frontal', 2), ('simpl', 1)]]"
118,1950,NA,2.0,49.0,14.0,"[[('radar', 6), ('indic', 6), ('meteor', 5), ('photograph', 5), ('wind', 4), ('lightn', 4), ('altitud', 3), ('radio', 3), ('echo', 3), ('first', 3)]]","[[('radar', 6), ('indic', 6), ('meteor', 5), ('photograph', 5), ('wind', 4), ('lightn', 4), ('altitud', 3), ('radio', 3), ('echo', 3), ('first', 3), ('high', 2), ('trail', 2), ('stroke', 2), ('durat', 1)]]","[[('radar', 6), ('indic', 6), ('meteor', 5), ('photograph', 5), ('wind', 4), ('lightn', 4), ('altitud', 3), ('radio', 3), ('echo', 3), ('first', 3), ('high', 2), ('trail', 2), ('stroke', 2), ('durat', 1)]]","[[('radar', 6), ('indic', 6), ('meteor', 5), ('photograph', 5), ('wind', 4), ('lightn', 4), ('altitud', 3), ('radio', 3), ('echo', 3), ('first', 3), ('high', 2), ('trail', 2), ('stroke', 2), ('durat', 1)]]",0.0,,1.0,"[[('radar', 6)]]",3.0,"[[('radar', 6), ('indic', 6), ('meteor', 5)]]",4.0,"[[('radar', 6), ('indic', 6), ('meteor', 5), ('photograph', 5)]]"
119,1951,NA,,,,,,,,,,,,,,,
120,1952,NA,,,,,,,,,,,,,,,
121,1953,NA,1.0,23.0,9.0,"[[('bulb', 4), ('freez', 4), ('meteorologist', 3), ('regular', 3), ('level', 3), ('wet', 2), ('forecast', 2), ('situat', 1), ('terrain', 1)]]","[[('bulb', 4), ('freez', 4), ('meteorologist', 3), ('regular', 3), ('level', 3), ('wet', 2), ('forecast', 2), ('situat', 1), ('terrain', 1)]]","[[('bulb', 4), ('freez', 4), ('meteorologist', 3), ('regular', 3), ('level', 3), ('wet', 2), ('forecast', 2), ('situat', 1), ('terrain', 1)]]","[[('bulb', 4), ('freez', 4), ('meteorologist', 3), ('regular', 3), ('level', 3), ('wet', 2), ('forecast', 2), ('situat', 1), ('terrain', 1)]]",0.0,,1.0,"[[('bulb', 4)]]",2.0,"[[('bulb', 4), ('freez', 4)]]",2.0,"[[('bulb', 4), ('freez', 4)]]"
122,1954,NA,2.0,45.0,20.0,"[[('cosmic', 6), ('studi', 5), ('meteor', 4), ('ioniz', 3), ('drift', 3), ('wind', 3), ('bay', 3), ('chamber', 3), ('echo', 2), ('cross', 2)]]","[[('cosmic', 6), ('studi', 5), ('meteor', 4), ('ioniz', 3), ('drift', 3), ('wind', 3), ('bay', 3), ('chamber', 3), ('echo', 2), ('cross', 2), ('section', 2), ('trail', 1), ('radio', 1), ('rotat', 1), ('measur', 1), ('puls', 1), ('doppler', 1), ('limit', 1), ('format', 1), ('ray', 1)]]","[[('cosmic', 6), ('studi', 5), ('meteor', 4), ('ioniz', 3), ('drift', 3), ('wind', 3), ('bay', 3), ('chamber', 3), ('echo', 2), ('cross', 2), ('section', 2), ('trail', 1), ('radio', 1), ('rotat', 1), ('measur', 1), ('puls', 1), ('doppler', 1), ('limit', 1), ('format', 1), ('ray', 1)]]","[[('cosmic', 6), ('studi', 5), ('meteor', 4), ('ioniz', 3), ('drift', 3), ('wind', 3), ('bay', 3), ('chamber', 3), ('echo', 2), ('cross', 2), ('section', 2), ('trail', 1), ('radio', 1), ('rotat', 1), ('measur', 1), ('puls', 1), ('doppler', 1), ('limit', 1), ('format', 1), ('ray', 1)]]",0.0,,2.0,"[[('cosmic', 6), ('studi', 5)]]",4.0,"[[('cosmic', 6), ('studi', 5), ('meteor', 4), ('ioniz', 3)]]",5.0,"[[('cosmic', 6), ('studi', 5), ('meteor', 4), ('ioniz', 3), ('drift', 3)]]"
123,1955,NA,2.0,45.0,20.0,"[[('detail', 5), ('hurrican', 5), ('rainfal', 4), ('day', 4), ('certain', 3), ('structur', 3), ('increas', 3), ('within', 2), ('particular', 2), ('climatolog', 2)]]","[[('detail', 5), ('hurrican', 5), ('rainfal', 4), ('day', 4), ('certain', 3), ('structur', 3), ('increas', 3), ('within', 2), ('particular', 2), ('climatolog', 2), ('station', 2), ('larg', 2), ('aircraft', 1), ('reconnaiss', 1), ('spiral', 1), ('rainband', 1), ('circul', 1), ('pattern', 1), ('raini', 1), ('percent', 1)]]","[[('detail', 5), ('hurrican', 5), ('rainfal', 4), ('day', 4), ('certain', 3), ('structur', 3), ('increas', 3), ('within', 2), ('particular', 2), ('climatolog', 2), ('station', 2), ('larg', 2), ('aircraft', 1), ('reconnaiss', 1), ('spiral', 1), ('rainband', 1), ('circul', 1), ('pattern', 1), ('raini', 1), ('percent', 1)]]","[[('detail', 5), ('hurrican', 5), ('rainfal', 4), ('day', 4), ('certain', 3), ('structur', 3), ('increas', 3), ('within', 2), ('particular', 2), ('climatolog', 2), ('station', 2), ('larg', 2), ('aircraft', 1), ('reconnaiss', 1), ('spiral', 1), ('rainband', 1), ('circul', 1), ('pattern', 1), ('raini', 1), ('percent', 1)]]",0.0,,2.0,"[[('detail', 5), ('hurrican', 5)]]",4.0,"[[('detail', 5), ('hurrican', 5), ('rainfal', 4), ('day', 4)]]",5.0,"[[('detail', 5), ('hurrican', 5), ('rainfal', 4), ('day', 4), ('certain', 3)]]"
